"wlbWellboreName";"wlbDrillingOperator";"wlbProductionLicence";"wlbWellType";"wlbPurposePlanned";"wlbContent";"wlbEntryDate";"wlbCompletionDate";"wlbField";"wlbMainArea";"wlbGeodeticDatum";"wlbNsDeg";"wlbNsMin";"wlbNsSec";"wlbNsCode";"wlbEwDeg";"wlbEwMin";"wlbEwSec";"wlbEwCode";"wlbNsDecDeg";"wlbEwDesDeg";"wlbNsUtm";"wlbEwUtm";"wlbUtmZone";"wlbNpdidWellbore";"datesyncNPD"
"2/1-6";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"APPRAISAL";"DRY";"30.04.1984";"12.08.1984";"GYDA";"NORTH SEA";"ED50";"56";"55";"14.81";"N";"3";"1";"38.37";"E";"56.920781";"3.027325";"6308709.14";"501663.54";"31";"109";"18.09.2019"
"2/1-7";"BP Petroleum Dev. of Norway AS";"019 B";"EXPLORATION";"WILDCAT";"DRY";"06.09.1984";"06.03.1985";"";"NORTH SEA";"ED50";"56";"51";"51.32";"N";"3";"5";"40.36";"E";"56.864256";"3.094544";"6302420.54";"505764.55";"31";"137";"18.09.2019"
"2/1-8";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"APPRAISAL";"OIL";"28.07.1985";"23.11.1985";"GYDA";"NORTH SEA";"ED50";"56";"53";"40.63";"N";"3";"6";"55.95";"E";"56.894619";"3.115542";"6305802.54";"507039.08";"31";"459";"18.09.2019"
"2/1-9";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"APPRAISAL";"OIL";"15.04.1991";"06.07.1991";"GYDA";"NORTH SEA";"ED50";"56";"51";"37.77";"N";"3";"5";"4.77";"E";"56.860492";"3.084658";"6302000.77";"505162.30";"31";"1667";"18.09.2019"
"2/1-9 A";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"APPRAISAL";"OIL";"18.01.1992";"08.03.1992";"GYDA";"NORTH SEA";"ED50";"56";"51";"37.77";"N";"3";"5";"4.77";"E";"56.860492";"3.084658";"6302000.77";"505162.30";"31";"1867";"18.09.2019"
"2/1-10";"BP Norway Limited U.A.";"164";"EXPLORATION";"WILDCAT";"OIL SHOWS";"09.11.1991";"14.01.1992";"";"NORTH SEA";"ED50";"56";"57";"53.61";"N";"3";"1";"19.7";"E";"56.964892";"3.022139";"6313619.42";"501346.22";"31";"1865";"18.09.2019"
"2/1-11";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"WILDCAT";"OIL";"14.01.1997";"07.05.1997";"";"NORTH SEA";"ED50";"56";"47";"35.28";"N";"3";"3";"58.16";"E";"56.793133";"3.066156";"6294501.41";"504041.28";"31";"2699";"18.09.2019"
"2/1-12";"BP Norway Limited U.A.";"019 C";"EXPLORATION";"WILDCAT";"DRY";"08.01.1999";"10.02.1999";"";"NORTH SEA";"ED50";"56";"52";"13.28";"N";"3";"18";"46.44";"E";"56.870356";"3.312900";"6303139.22";"519074.96";"31";"3648";"18.09.2019"
"2/1-13 S";"Talisman Energy Norge AS";"299";"EXPLORATION";"WILDCAT";"OIL/GAS SHOWS";"07.11.2008";"07.03.2009";"";"NORTH SEA";"ED50";"56";"47";"9.5";"N";"3";"2";"29.72";"E";"56.785972";"3.041589";"6293703.09";"502541.05";"31";"5975";"18.09.2019"
"2/1-14 S";"Talisman Energy Norge AS";"019 B";"EXPLORATION";"WILDCAT";"DRY";"07.12.2008";"28.02.2009";"";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"6.38";"E";"56.904808";"3.085106";"6306934.03";"505183.43";"31";"5995";"18.09.2019"
"2/1-15";"Det norske oljeselskap ASA";"542";"EXPLORATION";"WILDCAT";"DRY";"18.07.2013";"05.09.2013";"";"NORTH SEA";"ED50";"56";"52";"58.14";"N";"3";"12";"47.53";"E";"56.882817";"3.213203";"6304502.99";"512992.93";"31";"7219";"18.09.2019"
"2/1-16 S";"Talisman Energy Norge AS";"299";"EXPLORATION";"WILDCAT";"DRY";"10.05.2013";"13.07.2013";"";"NORTH SEA";"ED50";"56";"51";"1.72";"N";"3";"18";"52.69";"E";"56.850478";"3.314636";"6300926.97";"519190.97";"31";"7180";"18.09.2019"
"2/1-17 S";"Aker BP ASA";"019 C";"EXPLORATION";"WILDCAT";"";"30.08.2019";"";"";"NORTH SEA";"ED50";"56";"49";"6.15";"N";"3";"8";"19.7";"E";"56.818375";"3.138806";"6297317.86";"508473.59";"31";"8851";"18.09.2019"
"2/1-A-1";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"26.05.1989";"19.07.1989";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"7.04";"E";"56.904875";"3.085289";"6306941.47";"505194.59";"31";"1385";"18.09.2019"
"2/1-A-2";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"21.02.1989";"03.05.1989";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.61";"N";"3";"5";"6.93";"E";"56.904892";"3.085258";"6306943.32";"505192.72";"31";"1368";"18.09.2019"
"2/1-A-2 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"17.02.2007";"17.03.2007";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.61";"N";"3";"5";"6.93";"E";"56.904892";"3.085258";"6306943.32";"505192.72";"31";"5503";"18.09.2019"
"2/1-A-3";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"29.12.1988";"17.02.1989";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.67";"N";"3";"5";"6.82";"E";"56.904908";"3.085228";"6306945.17";"505190.86";"31";"54";"18.09.2019"
"2/1-A-4";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"05.05.1988";"17.06.1988";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.73";"N";"3";"5";"6.71";"E";"56.904925";"3.085197";"6306947.03";"505189.00";"31";"1263";"18.09.2019"
"2/1-A-5";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"18.03.1988";"30.04.1988";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.49";"N";"3";"5";"6.93";"E";"56.904858";"3.085258";"6306939.61";"505192.73";"31";"1252";"18.09.2019"
"2/1-A-6";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"DRY";"28.07.1988";"24.09.1988";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.82";"E";"56.904875";"3.085228";"6306941.46";"505190.86";"31";"1300";"18.09.2019"
"2/1-A-6 A";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"06.02.1991";"05.03.1991";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.82";"E";"56.904875";"3.085228";"6306941.46";"505190.86";"31";"1685";"18.09.2019"
"2/1-A-7";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"13.01.1988";"10.03.1988";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.61";"N";"3";"5";"6.71";"E";"56.904892";"3.085197";"6306943.32";"505189.00";"31";"1222";"18.09.2019"
"2/1-A-7 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"05.08.2005";"04.10.2005";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.61";"N";"3";"5";"6.71";"E";"56.904892";"3.085197";"6306943.32";"505189.00";"31";"5144";"18.09.2019"
"2/1-A-8";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"18.11.1987";"10.01.1988";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.67";"N";"3";"5";"6.6";"E";"56.904908";"3.085167";"6306945.17";"505187.14";"31";"1210";"18.09.2019"
"2/1-A-8 A";"BP Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"21.10.2002";"15.12.2002";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.67";"N";"3";"5";"6.6";"E";"56.904908";"3.085167";"6306945.17";"505187.14";"31";"4620";"18.09.2019"
"2/1-A-9";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"11.07.1991";"21.08.1991";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.43";"N";"3";"5";"6.6";"E";"56.904842";"3.085167";"6306937.75";"505187.15";"31";"1797";"18.09.2019"
"2/1-A-9 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"29.09.2007";"12.10.2007";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.43";"N";"3";"5";"6.6";"E";"56.904842";"3.085167";"6306937.75";"505187.15";"31";"5635";"18.09.2019"
"2/1-A-10";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"22.01.2008";"05.05.2008";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.49";"N";"3";"5";"6.71";"E";"56.904858";"3.085197";"6306939.60";"505189.01";"31";"1852";"18.09.2019"
"2/1-A-11";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"25.08.1994";"06.10.1994";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.61";"E";"56.904875";"3.085169";"6306941.46";"505187.31";"31";"2214";"18.09.2019"
"2/1-A-12";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"09.05.1996";"29.07.1996";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.61";"N";"3";"5";"6.49";"E";"56.904892";"3.085136";"6306943.31";"505185.28";"31";"2818";"18.09.2019"
"2/1-A-13";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"01.02.1994";"08.05.1995";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.37";"N";"3";"5";"6.72";"E";"56.904825";"3.085200";"6306935.89";"505189.18";"31";"1674";"18.09.2019"
"2/1-A-14";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"DRY";"16.11.1992";"19.12.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.43";"N";"3";"5";"6.6";"E";"56.904842";"3.085167";"6306937.75";"505187.15";"31";"2047";"18.09.2019"
"2/1-A-14 A";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"20.03.1996";"22.04.1996";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.43";"N";"3";"5";"6.6";"E";"56.904842";"3.085167";"6306937.75";"505187.15";"31";"2784";"18.09.2019"
"2/1-A-14 B";"BP Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"DRY";"14.06.2002";"13.10.2002";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.43";"N";"3";"5";"6.6";"E";"56.904842";"3.085167";"6306937.75";"505187.15";"31";"4553";"18.09.2019"
"2/1-A-14 C";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"29.04.2007";"09.05.2007";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.43";"N";"3";"5";"6.6";"E";"56.904842";"3.085167";"6306937.75";"505187.15";"31";"5535";"18.09.2019"
"2/1-A-15";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"24.06.1992";"26.07.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.49";"N";"3";"5";"6.5";"E";"56.904858";"3.085139";"6306939.60";"505185.45";"31";"1980";"18.09.2019"
"2/1-A-16";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"26.10.1991";"03.01.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.38";"E";"56.904875";"3.085106";"6306941.45";"505183.42";"31";"1863";"18.09.2019"
"2/1-A-16 AY2";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"01.12.2004";"08.12.2004";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.38";"E";"56.904875";"3.085106";"6306941.45";"505183.42";"31";"2048";"18.09.2019"
"2/1-A-16 AY1";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"20.07.2004";"30.11.2004";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.38";"E";"56.904875";"3.085106";"6306941.45";"505183.42";"31";"4961";"18.09.2019"
"2/1-A-16 B";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"14.02.2009";"31.03.2009";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.55";"N";"3";"5";"6.38";"E";"56.904875";"3.085106";"6306941.45";"505183.42";"31";"6051";"18.09.2019"
"2/1-A-17";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"05.12.1990";"23.01.1991";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"6.6";"E";"56.904808";"3.085167";"6306934.04";"505187.15";"31";"1675";"18.09.2019"
"2/1-A-17 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"01.03.2004";"10.05.2004";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"6.6";"E";"56.904808";"3.085167";"6306934.04";"505187.15";"31";"4876";"18.09.2019"
"2/1-A-18";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"22.05.1993";"08.09.1993";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.37";"N";"3";"5";"6.51";"E";"56.904825";"3.085142";"6306935.89";"505185.63";"31";"2140";"18.09.2019"
"2/1-A-19";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"10.01.1992";"08.03.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.42";"N";"3";"5";"6.38";"E";"56.904839";"3.085106";"6306937.43";"505183.43";"31";"1910";"18.09.2019"
"2/1-A-19 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"14.11.2010";"25.11.2010";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.42";"N";"3";"5";"6.38";"E";"56.904839";"3.085106";"6306937.43";"505183.43";"31";"6496";"18.09.2019"
"2/1-A-20";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"WATER";"07.04.1993";"15.05.1993";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.48";"N";"3";"5";"6.28";"E";"56.904856";"3.085078";"6306939.29";"505181.73";"31";"2127";"18.09.2019"
"2/1-A-21";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"27.11.1997";"05.06.1998";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.25";"N";"3";"5";"6.49";"E";"56.904792";"3.085136";"6306932.18";"505185.29";"31";"2722";"18.09.2019"
"2/1-A-22";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"WATER";"04.09.1991";"16.10.1991";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.3";"N";"3";"5";"6.4";"E";"56.904806";"3.085111";"6306933.72";"505183.77";"31";"1796";"18.09.2019"
"2/1-A-23";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"18.04.1991";"29.06.1991";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.37";"N";"3";"5";"6.29";"E";"56.904825";"3.085081";"6306935.89";"505181.90";"31";"1676";"18.09.2019"
"2/1-A-24";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"NOT APPLICABLE";"18.09.1992";"14.11.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.42";"N";"3";"5";"6.18";"E";"56.904839";"3.085050";"6306937.43";"505180.04";"31";"2028";"18.09.2019"
"2/1-A-24 A";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"25.12.1992";"30.01.1993";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.42";"N";"3";"5";"6.18";"E";"56.904839";"3.085050";"6306937.43";"505180.04";"31";"2073";"18.09.2019"
"2/1-A-24 B";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"21.08.1995";"07.10.1995";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.42";"N";"3";"5";"6.18";"E";"56.904839";"3.085050";"6306937.43";"505180.04";"31";"2638";"18.09.2019"
"2/1-A-25";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"22.01.1996";"04.03.1996";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.19";"N";"3";"5";"6.38";"E";"56.904775";"3.085106";"6306930.32";"505183.43";"31";"2756";"18.09.2019"
"2/1-A-25 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"31.01.2011";"06.05.2011";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.19";"N";"3";"5";"6.38";"E";"56.904775";"3.085106";"6306930.32";"505183.43";"31";"6482";"18.09.2019"
"2/1-A-26";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"03.08.1992";"12.09.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.25";"N";"3";"5";"6.29";"E";"56.904792";"3.085081";"6306932.17";"505181.91";"31";"1851";"18.09.2019"
"2/1-A-27";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"24.04.1992";"14.06.1992";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"6.18";"E";"56.904808";"3.085050";"6306934.03";"505180.05";"31";"1795";"18.09.2019"
"2/1-A-27 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"10.11.2007";"11.12.2007";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"6.18";"E";"56.904808";"3.085050";"6306934.03";"505180.05";"31";"5689";"18.09.2019"
"2/1-A-28";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"30.10.1995";"31.12.1995";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.37";"N";"3";"5";"6.03";"E";"56.904825";"3.085008";"6306935.88";"505177.51";"31";"2563";"18.09.2019"
"2/1-A-28 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"17.07.2008";"07.08.2008";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.37";"N";"3";"5";"6.03";"E";"56.904825";"3.085008";"6306935.88";"505177.51";"31";"5884";"18.09.2019"
"2/1-A-29";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"WATER";"21.08.1997";"13.10.1997";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.13";"N";"3";"5";"6.28";"E";"56.904758";"3.085078";"6306928.46";"505181.74";"31";"3178";"18.09.2019"
"2/1-A-30";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"23.07.1993";"20.11.1993";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.19";"N";"3";"5";"6.19";"E";"56.904775";"3.085053";"6306930.32";"505180.22";"31";"2166";"18.09.2019"
"2/1-A-30 A";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"24.11.1993";"04.05.1994";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.19";"N";"3";"5";"6.19";"E";"56.904775";"3.085053";"6306930.32";"505180.22";"31";"2264";"18.09.2019"
"2/1-A-31";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"05.02.1993";"19.03.1993";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.25";"N";"3";"5";"6.07";"E";"56.904792";"3.085019";"6306932.17";"505178.19";"31";"2089";"18.09.2019"
"2/1-A-31 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"02.01.2005";"14.04.2005";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.25";"N";"3";"5";"6.07";"E";"56.904792";"3.085019";"6306932.17";"505178.19";"31";"5045";"18.09.2019"
"2/1-A-32";"BP Norway Limited U.A.";"019 B";"DEVELOPMENT";"INJECTION";"WATER";"20.05.1994";"03.08.1994";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"5.95";"E";"56.904808";"3.084986";"6306934.02";"505176.15";"31";"2353";"18.09.2019"
"2/1-A-32 A";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"01.10.2006";"25.01.2007";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"5.95";"E";"56.904808";"3.084986";"6306934.02";"505176.15";"31";"5324";"18.09.2019"
"2/1-A-32 B";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"08.06.2008";"08.07.2008";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"5.95";"E";"56.904808";"3.084986";"6306934.02";"505176.15";"31";"5832";"18.09.2019"
"2/1-A-32 C";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"OBSERVATION";"OIL";"08.12.2012";"25.04.2013";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"5.95";"E";"56.904808";"3.084986";"6306934.02";"505176.15";"31";"6598";"18.09.2019"
"2/1-A-32 D";"Talisman Energy Norge AS";"019 B";"DEVELOPMENT";"PRODUCTION";"OIL";"27.04.2013";"14.08.2013";"GYDA";"NORTH SEA";"ED50";"56";"54";"17.31";"N";"3";"5";"5.95";"E";"56.904808";"3.084986";"6306934.02";"505176.15";"31";"7076";"18.09.2019"
"2/1-U-1";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"01.08.1986";"02.08.1986";"";"NORTH SEA";"ED50";"56";"54";"18.84";"N";"3";"5";"3.6";"E";"56.905233";"3.084333";"6306981.28";"505136.34";"31";"994";"18.09.2019"
"2/1-U-2";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"07.04.1987";"08.04.1987";"";"NORTH SEA";"ED50";"56";"54";"19.25";"N";"3";"5";"0.57";"E";"56.905347";"3.083492";"6306993.90";"505085.06";"31";"1094";"18.09.2019"
"2/1-U-3";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"09.04.1987";"10.04.1987";"";"NORTH SEA";"ED50";"56";"54";"19.25";"N";"3";"5";"1.44";"E";"56.905347";"3.083733";"6306993.92";"505099.78";"31";"1095";"18.09.2019"
"2/1-U-4";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"11.04.1987";"12.04.1987";"";"NORTH SEA";"ED50";"56";"54";"18.64";"N";"3";"5";"1.81";"E";"56.905178";"3.083836";"6306975.06";"505106.06";"31";"1096";"18.09.2019"
"2/1-U-5";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"14.04.1987";"15.04.1987";"";"NORTH SEA";"ED50";"56";"53";"48.17";"N";"3";"5";"3.98";"E";"56.896714";"3.084439";"6306032.92";"505143.94";"31";"1097";"18.09.2019"
"2/1-U-6";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"15.04.1987";"16.04.1987";"";"NORTH SEA";"ED50";"56";"54";"16.7";"N";"3";"5";"5.29";"E";"56.904639";"3.084803";"6306915.15";"505165.01";"31";"1098";"18.09.2019"
"2/1-U-7";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"17.04.1987";"18.04.1987";"";"NORTH SEA";"ED50";"56";"53";"48.07";"N";"3";"5";"5.52";"E";"56.896686";"3.084867";"6306029.86";"505170.00";"31";"1099";"18.09.2019"
"2/1-U-8";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"19.04.1987";"20.04.1987";"";"NORTH SEA";"ED50";"56";"54";"17.66";"N";"3";"5";"7.06";"E";"56.904906";"3.085294";"6306944.87";"505194.92";"31";"1100";"18.09.2019"
"2/1-U-9";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"26.04.1987";"27.04.1987";"";"NORTH SEA";"ED50";"56";"53";"46.72";"N";"3";"5";"4.63";"E";"56.896311";"3.084619";"6305988.10";"505154.99";"31";"1101";"18.09.2019"
"2/1-U-10";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"26.04.1987";"27.04.1987";"";"NORTH SEA";"ED50";"56";"54";"17.66";"N";"3";"5";"6.06";"E";"56.904906";"3.085017";"6306944.85";"505178.00";"31";"1102";"18.09.2019"
"2/1-U-11";"BP Petroleum Dev. of Norway AS";"019";"OTHER";"";"";"26.04.1987";"27.04.1987";"";"NORTH SEA";"ED50";"56";"54";"16.24";"N";"3";"5";"4.7";"E";"56.904511";"3.084639";"6306900.91";"505155.05";"31";"1103";"18.09.2019"
"2/1-U-12";"Talisman Energy Norge AS";"299";"OTHER";"";"";"13.04.2012";"17.04.2012";"";"NORTH SEA";"ED50";"56";"51";"3.57";"N";"3";"18";"49.36";"E";"56.850992";"3.313711";"6300983.92";"519134.29";"31";"6817";"18.09.2019"
"2/1-U-13";"Talisman Energy Norge AS";"299";"OTHER";"";"";"13.04.2012";"17.04.2012";"";"NORTH SEA";"ED50";"56";"51";"1.51";"N";"3";"18";"50.33";"E";"56.850419";"3.313981";"6300920.30";"519151.02";"31";"6818";"18.09.2019"
"2/1-U-14";"Talisman Energy Norge AS";"299";"OTHER";"";"";"13.04.2012";"17.04.2012";"";"NORTH SEA";"ED50";"56";"51";"3.01";"N";"3";"18";"53.1";"E";"56.850836";"3.314750";"6300966.89";"519197.73";"31";"6819";"18.09.2019"
"2/1-U-15";"Det norske oljeselskap ASA";"542";"OTHER";"";"";"";"";"";"NORTH SEA";"ED50";"56";"52";"58";"N";"3";"12";"45.1";"E";"56.882778";"3.212528";"6304498.53";"512951.80";"31";"7031";"18.09.2019"
"2/1-U-16";"Det norske oljeselskap ASA";"542";"OTHER";"";"";"";"";"";"NORTH SEA";"ED50";"56";"52";"59.5";"N";"3";"12";"47.9";"E";"56.883194";"3.213306";"6304545.06";"512999.06";"31";"7032";"18.09.2019"
"2/1-U-17";"Det norske oljeselskap ASA";"542";"OTHER";"";"";"";"";"";"NORTH SEA";"ED50";"56";"53";"0";"N";"3";"12";"44.1";"E";"56.883333";"3.212250";"6304560.32";"512934.68";"31";"7033";"18.09.2019"
"2/2-1";"Saga Petroleum ASA";"066";"EXPLORATION";"WILDCAT";"OIL/GAS";"09.04.1982";"03.07.1982";"";"NORTH SEA";"ED50";"56";"47";"15.69";"N";"3";"38";"15.62";"E";"56.787692";"3.637672";"6294075.10";"538959.15";"31";"46";"18.09.2019"
"2/2-2";"Saga Petroleum ASA";"066";"EXPLORATION";"WILDCAT";"GAS";"04.07.1982";"27.08.1982";"";"NORTH SEA";"ED50";"56";"56";"40.61";"N";"3";"22";"46.81";"E";"56.944614";"3.379669";"6311426.05";"523099.44";"31";"80";"18.09.2019"
"2/2-3";"Saga Petroleum ASA";"066";"EXPLORATION";"WILDCAT";"DRY";"04.02.1983";"11.05.1983";"";"NORTH SEA";"ED50";"56";"47";"36.42";"N";"3";"25";"38.14";"E";"56.793450";"3.427261";"6294616.14";"526100.02";"31";"3";"18.09.2019"
