"Search Results"

"Summary"
"Saved on";"11.06.2018 08.18.55"
"Searched for";"fluor"
"In folder(s)";"C:\Apps\completion reports"
"Number of document(s) found";"325"            
"Number of instance(s) found";"10362"          

"File name";"Title";"Page";"Search Instance"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"310";"subang-subrnd,mod fluor,mod fst r- t- hd,sl silic cmt,argil mtx,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"311";"crs,pr srtd, fluor M. . K·-· -. - ,;;..!;A\\ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"312";"dull blu wh fluor,slow blu wh strm cut 4249-4 . . . "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"312";"mod blu wh fluor 1 cut a/a lamin of mod ye! fluor,::ut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"312";"of mod ye! fluor,::ut a/a 4253 _;_:____-__·---,--,---.-~+~.--L-.JL-.JL_"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"313";"Shows, etc. no fluor- v dull yel ptchy fluor slow yel wh cut spotty "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"313";"dull yel ptchy fluor slow yel wh cut spotty mod yel fluor,cut a/"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"313";"spotty mod yel fluor,cut a/a ptchy dull-mod yel fluor c:ys;"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"313";"dull-mod yel fluor c:ys;l VI I m C VC L f"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"314";"I dull yel fluor slow wh strm cut L_ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"315";"- 4255,88 yel fluor,cut - a/a - L___ ___ ' "" "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"316";"argil, dull yel fluor, 1--1---1-f---~-+---jClr,med-crs,fri-mod hd,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"316";"carb,abun mic fluor material,burrows are also observed 1---'HJ--+----jjf-+---j the "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"317";"odour dull ye! fluor, spotty mod yel fluar,slow strm ye! wh cut mod "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"317";"cut mod orng fluor, cut a/a v.dull yel-orng fluor,cut a/"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"317";"dull yel-orng fluor,cut a/a "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"318";"he-odour no fluor,fst yel cut dull yel ptchy fluor,fst yel cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"318";"dull yel ptchy fluor,fst yel cut no fluor,fstslow ptchy dul yel cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"318";"yel cut no fluor,fstslow ptchy dul yel cut dull yel ptchy fluor,fst "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"318";"dull yel ptchy fluor,fst yel cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"319";"yel cut no fluor~fst yel cut a/a no fluor,fstslow pthcy yel "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"319";"a/a no fluor,fstslow pthcy yel cut no fluor,slow ptchy yel cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"319";"yel cut no fluor,slow ptchy yel cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"320";"odour dull yel fluor 0 fst ptchy yel sst: argil,clr-trnsl,med-crs,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"320";"---rdull yel fluor, fst-slow ptchy yel cut 8~ I interbeds of sst: "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"320";"I - no fluor,slow .3r ptchy dull yel I cut I ! dull "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"321";"odour dull wh fluor sst: argil,clr-lt gry,pred med-crs, v slow "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"322";"srtd,sub - fluor, spotty ang-subrnd,kaol mtx/cmt,massive mod ye! fluor~"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"322";"massive mod ye! fluor~v sand sequence slow strm wh cu f---1·"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"323";"srt,subang-subrnd, fluor kaol mtx/cmt,occ sl silic cmt, tr carb spcks,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"323";"mod yel , fluor ,slow wh strm cut no he stn or odour "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"324";"dull blu wh fluor,no-v slow wh cut dull-mod yel fluor, v "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"324";"dull-mod yel fluor, v slow cut .,,k_o,-,-: -.-.-·-';--.--;-·"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"325";"dull yel spotty fluor,slow whyel cut no stain,poornil he odour,v dull "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"325";"dull bluish wh fluor.occ spotty mod-dull yel fluor (in tighter zones) "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"325";"mod-dull yel fluor (in tighter zones) "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"326";"wh-blu wh fluor no cut I slow dull yel strm cut L_ ___ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"327";"vf,mod no fluor,no cut wll-wll srtd,subang-subrnd, - 5~5->~. "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"328";"vf, . no fluor no cut >,~:T? / 4443- .. ~ .. ( "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"329";"J ""' no fluor (!1 ""o<' "" no cut E- z"""" H "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"330";"Shows, etc. no fluor no cut no fluor no cut bleeding he, gdhc-odour,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"330";"no cut no fluor no cut bleeding he, gdhc-odour,dull spotty mod yel "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"330";"spotty mod yel fluor blu wh fst bloomng cut L___ __ _ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"333";"even mod'yel wh fluor spotty br yel wh fluor from seeps well visible ~ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"333";"br yel wh fluor from seeps well visible ~ free he when . recov "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"334";"even mod ltyelyel fluor -. ~~--r:J~ spotty bri yellt yel fluor slow-"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"334";"bri yellt yel fluor slow-fst strmbloomng cut - J< . . - . "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"334";"even mod yel fluor spotty bri yel fluor fst bloom wh cut L ____ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"334";"spotty bri yel fluor fst bloom wh cut L ____ --f "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"335";"even mod yel fluor spotty bri yel fluor bee dull-mod orng fluor,nov."
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"335";"spotty bri yel fluor bee dull-mod orng fluor,nov.slow wh cut even "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"335";"dull-mod orng fluor,nov.slow wh cut even bri yel fluor,fst bloom "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"335";"even bri yel fluor,fst bloom wh cut L_ ___ _ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"336";"bri ~el fluor I instant-fst bloom wh cut gd he odour,gd "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"337";"bri ~ yel fluor,occ cffi dull yel fluor 4485- i:J (. . "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"337";"cffi dull yel fluor 4485- i:J (. . ./ p . . .( "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"338";"mic, tr pyr fluor,no cut BOTTOM OF CORE. 8 - @ 4488,24m -"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"343";"dull orng/yel fluor,mod-slow j cut I I I I I I "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"345";"srtd,mod even fluor,slow hd,silic cmt,pr vis por,lt brn strmng "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"345";"cut dull orng fluor lno cut I I ' I I I I "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"346";"etc. ull orng fluor o cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"347";"etc. dull orng fluor no cut ""1~1· calc cmt,laminated ,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"347";"n yel-wh fluor streaks of shale increas fst strmng wh -.~ 4529- . "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"347";"dull even orng fluor,no cut I i I I L_ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"348";"dull even orng fluor,no cut dull even orng fluor spotty brigth yel fluo "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"348";"dull even orng fluor spotty brigth yel fluo mod fst strmng I cut I "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"349";". I yel fluor mod M' I fst strmng cut -~ . sst: pred "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"349";"..:.--<'-. dull orng fluor - M ....;<' no cut I / ~ I _..-<\. "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"349";"··~ fluor no cut ~- .J •.· ~ · L_ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"350";"d~ll arng fluor no cut L_ "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"351";"qtz, dull orng fluor vcrs-fn,subang-ang,pred subrnd no shows mod-wll "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"351";"bright yel ptchy fluor fst strmng wh cut also inst bloomng cut no shows "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"351";"shows dull orng fluor slow strmng wh cut "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"353";"a dull orng fluor IHIH-t-+-t---1 no cut ff-1--H--+-+-·"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"353";"bright yel-gold fluor fst strmng wh cut ra shows I I' I I "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"354";"but dull orng fluor . --..:.- . .:....-.· ..:....-.. I also tight no "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"354";"·~ yel fluor mod - fst wh bloomng . . . cut • "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"354";"-~ ldull arng fluor ~·~· jvery slow strmn£ wh cut ~"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"355";"0 0 yel fluor slow 0 0 0 ? 0 strmng wh cut - "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"357";"hd,carb spcks, fluor spotty mo abun micropyr and mic,paor-fai bri yel "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"357";"sl brn stn~ fluor, mod fst strm yel wh-mlk wh cut,inst blu "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"357";"cut from bri fluor spots I i I I I L_ cty an vf "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"358";"ang-rnd,abun fluor spotty oc kaol/argil mtx/cmt,f~i-mod hd, "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"358";"micropyr and yel fluor,slowmic,poor-fair vis por,occ gd mod fst strm "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"358";"from lbri fluor spots v argil tight lamin w/no show f--1-"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"359";"ang-rnd,abun fluor,spotty oc kaol/argil mtx/cmt,fri-mod hd, ptchy "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"359";"vis par yel fluor,slowmod fst strm wh mlky wh cut,ins blu wh "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"359";"cut from bri fluor spots, v argil tight llamin w/no show ~-f11+-"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"360";"rnd,abun kaol fluor spotty I I argil mtx/cmt,fri-mod hd,carb "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"360";"mic bl wh fluor,mo poor-fair vis por,occ gd vis fst strm "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"360";"from bri I fluor spots I I 11-+-++_,--l---l shly lamina: occ sdy,"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"362";"wh-bl wh fluor mod fst strm I yel wh-mlky wh cut I "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"363";"yel-dul orng fluor I I cut-no cut --"
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"364";"qtz,clrdull orng fluor no cut dull orng-yel transl,vcrs,poor bright spotty "
"6506_12-6__WELL__6506-12-06_PB-706-0745.PDF";"";"364";"ace sub- I fluor ang-subrnd,fri, fair vis par fast-mod bloomn wh "

"File name";"Title";"Page";"Search Instance"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"39";"to dull yellow fluoresence with slow to occasionally moderat streaming weak white yellow cut "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"39";"white yellow cut fluoresence. The base of this unit was picked at the sharp "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"39";"patchy yellowish white fluorescence with very slow weak milky yellowish white streaming cut fluorescence. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"39";"white streaming cut fluorescence. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"40";"4544 m. The fluorescence was spotty dull yellow to yellowish orange with weak and "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"40";"white yellow cut fluorescence. Leka Formation: 4555,5 - 4692.5 m Age: Toarcian - ?"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"44";"sec qtz, abun fluor,tr . . . . . brn arg mtx when "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"44";"calc crnt, wh fluor, pred silic crnt below 4428.4m slow-occ mod -~ --"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"44";"por when silic fluor,no vis - . . crnt cut,fair yel . "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"44";"wh res .fluor I 44291' . . . . . 8 . no "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"45";"cmt I wh fluor, --i· . 0 . . . . spots,"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"45";"cut . . fluor no vis . cut,fair yel '0. . . "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"45";"i. wh res fluor 4434l ~OTS W/CALC. C.MT _I_ - "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"46";"yel . I fluor, l I . . ' mod-slow blrn . bl "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"46";"orng . . fluor,slCM - . . . lrn bl wh cut . "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"46";"calc rntx prng fluor 44391 w silic crnt,hd,abun mica ~ut A/"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"46";"wh ~el fluor r-· _rntx,I/P calc rntx,v w "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"47";"c non calc Fluor along am, ace ! 4468- ~c -- - SsuSbTa: "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"47";"vis por put fluor, pcc yel orng ~%8.5 ,1_ put fluor, SLTST: brn "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"47";"8.5 ,1_ put fluor, SLTST: brn blk,subfiss,arg po-occ 1 t brn "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"48";"occasional ~o fluor - - - -- sandstone lenses ~.___+--+--+--+--+---l ~ut "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"48";"trnsl-brnish res fluor If)~ qtz;subfis,hd,I/P brit, sl bleeding t "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"48";"ull orng inpt fluor o cut 1 bleeding t !4470.6 - f470.7 m "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"48";"n dull g fluor v wk y cut A/A "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"49";"cmt, [wh fluor, occ '-o-· -·- · · ' "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"49";"dull yel res fluor lgd he odour spk-11""1 br:.ght yel whfluor "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"49";"br:.ght yel whfluor sl wk dull milky cut pr dull yel !res "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"49";"yel !res fluor lgd he odour 4476- 1--,L-11--1-lill=t--"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"49";"patchy lyel wh fluor [sl· strmg lyel wh cut lgd he odour "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"50";"yel-yEJ orng fluor, slow st.rmg weak-mod whyel resd flue~ no vis "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"50";"orng rd n fluor o cut fluor lshoM-s as in !Upper part "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"50";"fluor o cut fluor lshoM-s as in !Upper part "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"51";"bdg ~ cut fluor, - (water escape struc) RECOV'E trod wh-wh ye] "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"51";"por !r'esd fluor, -~ ! no vis cut 4483. --r--- pr fluor "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"51";"--r--- pr fluor Sealed samples: I - I 4478.52-4478.65 I ---' I "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"52";"yel wh rut fluor, !'leak yel wh esd fluor 10 vis cut pr "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"52";"yel wh esd fluor 10 vis cut pr resd I "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"53";"F . M fluor,weak 44891 . . - . '!'. I slow stnng "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"53";"lt brn cut fluor, : ._.c~ kao mtx, w silic cmt, V hd, "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"53";"lam, occ resd fluor I • C. 0 • '1]- sl muse, occ "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"54";"yel-yeJ orng fluor, weak slow strmg 1-yel wh cut fluor weak yel "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"54";"yel wh cut fluor weak yel wh resd fluor, no vis cut or resd. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"54";"yel wh resd fluor, no vis cut or resd. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"55";"yel-yel orng fluor weak slow strmg wh-yel wh cut fluor occ no "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"55";"yel wh cut fluor occ no cut, weak yel wh resd fluor, no vis "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"55";"yel wh resd fluor, no vis cut or resd. no cut fluor "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"55";"resd. no cut fluor "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"56";"fair srtd, min fluor l . . . M . • f-+1-+--t--+--+--"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"56";"Wh ~ut fluor "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"57";"yel wh rut fluor "" weak cut fluor A/A "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"57";""" weak cut fluor A/A "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"58";"--+--+-----< 1--+--+--+--+--+-- ut fluor +weak cut ruor A/A I I i ~-~"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"59";"carb, bioturb, cut fluor - f--+--+--+--+-+--1 non calc I -j M I "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"59";"··- fluor A/A l *. -fl - M 4689 -~"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"114";"TURBODRILLING YEL WH FLUOR IN SST. FAIN CLOUDY YEL WH CUT IN SST. ELSE "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"119";"WEAK DULL WH FLUOR IN LST. WEAK DULL WH CRUSH CUT. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"120";"SPOTTY BR YEL FLUOR. YEL WH CRUSH cur. TOP NESNA FM INDICATED BY APPEARANCE "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"120";"CLYST. TR SPOTTY FLUOR A/A. NO F IN DSKY YEL BRN CLST. BUT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"121";"REMARKS LT ORNG FLUOR V. SLOW STRM cur LT ORNG FLUOR. V SLO\oJ "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"121";"cur LT ORNG FLUOR. V SLO\oJ STREAMING cur ( IN SST) SL SMELL "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"121";"SPOTTY BRIGHT YEL FLUOR SL STRMG cur ( FROM LST) A/A A/A "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"127";"DULL YEL ORNG FLUOR V SL STRMG WH YEL CUT FLUOR TR SHOWS A/"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"127";"WH YEL CUT FLUOR TR SHOWS A/A NO SHOWS DULL YEL-LT ORNG "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"127";"YEL-LT ORNG FLUOR V SL STRMG-BU1G LT YEL CU "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"YEL-YEL ORNG FLUOR V WK SL STRMG CUT FLUOR LIGN CONTAM SHOWS & "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"SL STRMG CUT FLUOR LIGN CONTAM SHOWS & CONTAM A/A A/A A/"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"A A/A FLUOR A/A. V WK SL MILI<Y CUT. PR PL-"
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"DULL YEL RESD FLUOR LIGN CONTAM FLUOR A/A. WK SL STRMG DULL YEL "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"FLUOR LIGN CONTAM FLUOR A/A. WK SL STRMG DULL YEL CUT FLUOR. FAIR "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"DULL YEL CUT FLUOR. FAIR PL YEL RESD FLUOR. SL LIGN CONTAM FLUOR & "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"PL YEL RESD FLUOR. SL LIGN CONTAM FLUOR & CUT A/A. GD BRIGHT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"SL LIGN CONTAM FLUOR & CUT A/A. GD BRIGHT YEL WH RESD FLUOR. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"YEL WH RESD FLUOR. CONTAM A/A FLUOR & CUT A/A.PR DULL "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"CONTAM A/A FLUOR & CUT A/A.PR DULL YEL RESD FLUOR. SL "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"DULL YEL RESD FLUOR. SL LIGN CONTAM FLUOR A/A. NO-V WK CUT. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"SL LIGN CONTAM FLUOR A/A. NO-V WK CUT. NO RESD FLUOR. SL "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"CUT. NO RESD FLUOR. SL LIGN CONTAM SHOWS A/A. LIGN CONTAM TR ROCK "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"TR ROCK FLOUR FLUOR A/A. NO CUT. LIGN CONTAM. TR ROCK FLOUR LIGN "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"YEL-YEL ORNG FLUOR. NO CUT. SL LIGN CONTAM FLUOR A/A. NO CUT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"128";"SL LIGN CONTAM FLUOR A/A. NO CUT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"129";"NO-V WK FLUOR A/A. NO ClJ1' UGN CONTAM. TR ROCK FLOUR NO "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"129";"- YEL ORNG FLUOR. CLYST: A/A. NO CUT. UGN CONT .ROCK FLOUR "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"130";"CONTAM TR MIN FLUOR NO cur FLUOR SL LIGN, CONTAM TR PL YEL MIN "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"130";"FLUOR NO cur FLUOR SL LIGN, CONTAM TR PL YEL MIN FLUOR NO cur "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"130";"PL YEL MIN FLUOR NO cur FLUOR LIGN CONTAM NO SHOWS BIT CHANGE AT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"130";"FLUOR NO cur FLUOR LIGN CONTAM NO SHOWS BIT CHANGE AT 4620 M. ABUN "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"131";"YEL ORNG MIN FLUOR. NO CUT LIGN & RESIN CONTAM MIN FLUOR A/A. "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"131";"RESIN CONTAM MIN FLUOR A/A. NO CUT LIGN & SL RESIN CONI""AM "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"131";"CONI""AM MIN FLUOR A/A. NO CUT LIGN & SL RESIN CONTAM MIN "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"131";"RESIN CONTAM MIN FLUOR A/A. NO CUT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"132";"DULL YEL MIN FLUOR NO CUT FLUOR SL LIGN & RESIN CONTAM TR MIN "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"132";"FLUOR NO CUT FLUOR SL LIGN & RESIN CONTAM TR MIN FLUOR A/A "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"132";"CONTAM TR MIN FLUOR A/A NO CUT FLUOR TR BRIGHT YEL WH FLUOR "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"132";"A NO CUT FLUOR TR BRIGHT YEL WH FLUOR MOD BtMG BL WH CUT "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"132";"BRIGHT YEL WH FLUOR MOD BtMG BL WH CUT LIGN CONTAM LIGN CONTAM DULL "
"6506_12-7__WELL__6506-12-07_PB-706-0170.PDF";"";"132";"DULL YEL MIN FLUOR NO CUT FLUOR LIGN CONTAM MIN FLUOR A/A, NO "
