"Search Results"

"Summary"
"Saved on";"11.06.2018 08.18.55"
"Searched for";"fluor"
"In folder(s)";"C:\Apps\completion reports"
"Number of document(s) found";"325"            
"Number of instance(s) found";"10362"          

"File name";"Title";"Page";"Search Instance"
"15_3-1_S__WELL__15-03-01_PB-706-0785.PDF";"";"7";"fluorescence, yellow cut fluorescence·cand strong hydrocarbon odor and bubbles on the whole "
"15_3-1_S__WELL__15-03-01_PB-706-0785.PDF";"";"7";"direct and cut fluorescence on cuttings during drilling. 2.4.2. Fluids The first core ("
"15_3-1_S__WELL__15-03-01_PB-706-0785.PDF";"";"26";"- - - fluore scence ::u • :a.., w /srl VP'Y'V "

"File name";"Title";"Page";"Search Instance"
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"23";"a chromatograph and fluorescence observation on ditch cuttings. 5. 1 Gas Shows In the "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"25";"- 24 - Fluorescence and Oil Shows The Tertiary and Cretaceous sections presented no "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"25";"to greenish crush fluorescence after ccl4 extractions were reported around 4100 m and on "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"25";"some of the fluorescence normally observed on cuttings. Geochemistry Analysis ..eochernistry and fluorescence "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"25";"..eochernistry and fluorescence organic matter studies are in progress. Partial results related to "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"47";"ccrnpact A: weak fluorescence on CCI.A extraction •= fear to good "" "" fl "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"47";".. no direct fluorescence ·weak to locallv fair yellcw preenish fluorescence an CCLI.! "
"15_3-3__WELL__15-03-03_PB-706-0864.PDF";"";"47";"fair yellcw preenish fluorescence an CCLI.! extraction dip not evi dent J''. "

"File name";"Title";"Page";"Search Instance"
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"36";"core 1: no fluorescence - core 2: yello w fluorescences and rare red copper "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"36";"2: yello w fluorescences and rare red copper - core 3: strong ye llo "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"36";"ye llo w fluorescences and dark straw cuts - core 4: ye ll ow "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"36";"ye ll ow fluorescences - core 5: strong ye llo w fl uo rescenc "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"37";"d ir ect fluores cence . C ore -3: 3796 - 381 3 "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"37";"1 1 ow fluoresce nces and d ar k s tr aw c uts "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"37";", ye llow fluore s c e nces; from 3819 m s h ale "
"15_3-4__WELL__15-03-04_PB-706-0786.PDF";"";"67";"of SB Direct fluorescence , dull y e l l , and wh . "

"File name";"Title";"Page";"Search Instance"
"15_3-5__WELL__15-03-05_PB-706-0793.PDF";"";"28";"sch romatograph and fluore scence observati on on cu tti ng and core s "

"File name";"Title";"Page";"Search Instance"
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"6";"Oil stain and fluorescence CORING 6.1 Conventional cores 6.2 Side wall cores WIRELINE LOGGING "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"OIL STAIN AND FLUORESCENCE 2850 - 2920 m Two thin limestone stringers in this "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"shows. No oil fluorescence or cut was noticed in the cuttings until they were "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"slow, greenish yellow fluorescent cut appeared. No increase in gas was noted over the "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"a blue-white fluorescent and gave a slow, blue-white streaming fluorescence cut. While "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"blue-white streaming fluorescence cut. While the gas level did not • increase over "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"while drilling. No fluorescence or cut was seen until the cuttings were crushed and "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"to blue white fluorescent cuts were seen. Again small increases in the C3+ fraction "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"the interval. No fluorescence was seen but poor, slow to fast blue white fluorescent "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"24";"fast blue white fluorescent cuts and crush cuts were recorded. No gas increase was "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"33";"G · good Fluorescence No DEPTHS REC LITHOLOGY cu (m) ' tr 1 "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"34";"· good - Fluorescence No DEPTHS REC LITHOLOGY CUT (:aa) ' tr ' "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"36";"G · good Fluorescence No DEPTHS REC LITHOLOGY CUT (m) ' lr ' "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"39";"G · good Fluorescence N° DEPTHS REC LITHOLOGY (m) ' !<' 'I "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"40";"G : good Fluorescence No DEPTHS REC LITJ;IOLOGY CUT (m) ' tr "
"15_5-3__WELL__15-05-03_PB-706-0298.PDF";"";"107";"blended cement Silica fluor (preblended in the cement) 15% HR-12 (preblended "

"File name";"Title";"Page";"Search Instance"
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"9";"Oil stain and fluorescence 6 CORING 6.1 Conventional cores 6.2 Sidewall cores 7 LOGGING "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"21";"s. provided a fluoroscope, a total gas detector (calibrated to read 1% methane "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"Oil stain and fluorescence Shows in drilled cuttings No shows were observed in drill "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"yellowish white direct fluorescence, fast streaming bright yellow to white cut fluorescence, no visible "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"to white cut fluorescence, no visible cut, dull yellow residual fluorescence, no visible fluorescence. "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"dull yellow residual fluorescence, no visible fluorescence. Core No.2 2126 - 2128 m "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"fluorescence, no visible fluorescence. Core No.2 2126 - 2128 m Good shows were "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"to yellow direct fluorescence, instant bright white cut fluorescence, faint pale brown visible cut, "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"bright white cut fluorescence, faint pale brown visible cut, dull yellow residual fluorescence, light "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"23";"dull yellow residual fluorescence, light brown residue. "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"yellowish white direct fluorescence, fast streaming bright yellow cut fluorescence, faint pale brown visible "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"bright yellow cut fluorescence, faint pale brown visible cut, dull yellow to white residual "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"to white residual fluorescence, faint pale brown visible residue. (ii) Sidewall cores: Hydrocarbon "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"yellow white direct fluorescence, very weak cloudy pale yellowish white cut fluorescence, no visible "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"yellowish white cut fluorescence, no visible cut, no residue. 2182 m ON SANDSTONE: patchy "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"yellowish white direct fluorescence, intermediate streaming cloudy bluish white to yellowish white cut fluorescence, "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"yellowish white cut fluorescence, very weak light brown visible cut, pale yellowish white residual "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"24";"yellowish white residual fluorescence, no visible residue. "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"45";"and Show Description Fluorescence ""'RKB cm Direct Cut rrr M ~ Tr ~ "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"46";"and Show Description Fluorescence fn RKB cm pirect Cut rrr M~ Tr M G "
"15_5-4__WELL__15-05-04_PB-706-0384.PDF";"";"47";"and Show Description Fluorescence m RKB cm Direct Cut Tr M G Tr M "

"File name";"Title";"Page";"Search Instance"
"15_5-6__WELL__15-05-06_PB-706-0530.PDF";"";"28";"even orange-yellow fluorescence and instant white cut fluorescence"". No other parts of the "
"15_5-6__WELL__15-05-06_PB-706-0530.PDF";"";"28";"instant white cut fluorescence"". No other parts of the well exhibited hydrocarbon shows. A "
"15_5-6__WELL__15-05-06_PB-706-0530.PDF";"";"107";"wh - res fluor I I I 11 2181 - \ SST: a. a. "
"15_5-6__WELL__15-05-06_PB-706-0530.PDF";"";"117";"wk orng yel Fluor. Fishy, mlky wh Cut 31 2172.5 15 SLST: Dk gry "
"15_5-6__WELL__15-05-06_PB-706-0530.PDF";"";"117";"wk orng yel Fluor • Flshy mlky wh Cut \ "
"15_5-6__WELL__15-05-06_PB-706-0530.PDF";"";"118";"Even wk orng Fluor Fast strmg mlky Cut 26 2179 30 SST: Clr - "

"File name";"Title";"Page";"Search Instance"
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"15";"tr Ca1cite/minl fluor/pyrite, mica kerogenous lt ess J 6 ... ~~.?._~----- __ "
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"71";"a dull yellow fluor when fresh but fluor dissipated after several hrs on the "
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"71";"when fresh but fluor dissipated after several hrs on the bank. Good sweet aroma "
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"71";"wh cut - fluor. Believe core to be part gas satu~ rated. Only one "
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"74";"and pale yellow fluorese Environ p ~ Cl) u H < H ...:I "
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"76";"pal yellow - fluores. Sandstone, med grey v.f grn to f gr , "
"15_6-2_R__WELL__15-06-02_PB-706-0725.PDF";"";"77";"the core cut fluores Very abund bubbles of gaz on the core and in "

"File name";"Title";"Page";"Search Instance"
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"3";"cuttings showed good fluorescence and cut, and the hot wire, chromatograph, sidewall and conventional "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"3";"the shows. Weak fluorescence and cut were reported from numerous sidewall cores between 7555 "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"14";"sorted, bright yellow fluorescence and bright yellow-blue cut in 30 % of the "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"14";"as above (fluorescence gradually decreased to 10 % of the sample). Clay, as "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"14";"oil stain, good fluorescence, and good cut. Limestone, as above. 10% Lignite at 7320 "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"15";"pin point yellow fluorescence, no cut. (probably caving). Clay, white-gray brown, sandy, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"29";"glauconite, friable, pale fluorescence and pale cut. Shale, gray green, very sandy, firm. Sandstone, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"29";"bright yellow mineral fluorescence, no cut. Note: Shale sections were highly fractured and slickensides "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"34";"very spotty bright fluorescence; no cut. - 33 -"
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"35";"weak spotty yellow fluorescence; slight cut. Shale, greenish-grey, waxy, slightly silty. Sandstone, v. "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"35";"spotty very weak fluorescence and very weak cut. Shale, dark grey, firm, moderately hard, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"36";"good porositj weak fluorescence; slight cut. Sandstone, v. fn. gr. to siltstone, It. grey, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"36";"porosity; spotty yellow fluorescence, ve;y slight cut. Sandstone, argil, v. fn. grained w. "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"37";"porosity weak yellow fluorescence, poor cut. Sandstone, fn gr, rare med gr, well sorted "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"37";"porosity, weak yellow fluorescence, no cut. Sandstone, med to fn gr. well sorted, soft "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"37";"porosity, weak yellow fluorescence, no cut. Sandstone, med to fn gr aa, but with "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"37";"very weak yellow fluorescence, weak yellow cut. - 36 -"
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"weak medium yellow fluorescence, weak yellow cut , Sandstone, med to fine, moderately well "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"weak medium yellow fluorescence , weak yellow cut, Sandstone, med, to fine, rare crse "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"Weak medium yellow fluorescence; weak yellow cut, Sandstone, fn to crse, rather poorly sorted, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"Weak medium yellow fluorescence; weak yellow cut, Sandstone, med, to fine, rare crse, moderately "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"Weak med, yellow fluorescence, Weak yellow cut, Sandstone, aa, tr. fine lignite, Excellent porosity, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"Weak med, yellow fluorescence, weak yellow cut, Sandstone aa, tr, red brown qtz or "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"porosity, Weak yellow fluorescence, Weak yellow cut, Sandstone, v, fn, to fine, occasionally medium, "
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"38";"porosity, Weak yellow fluorescence, weak yellow cut, Mudcake, Mudcake, - 37-"
"15_6-2__WELL__15-06-02_PB-706-0686.PDF";"";"42";"7336 feet. Weak fluorescence and weak cuts were recorded from 7555-8453 feet in "

"File name";"Title";"Page";"Search Instance"
"15_6-3__WELL__15-06-03_PB-706-0799.PDF";"";"36";"dope- grease - fluor). . ----------------------- -·······"
"15_6-3__WELL__15-06-03_PB-706-0799.PDF";"";"50";"4rrnn), !Tr fluor I we~l sorted, ~9· well ruded? arg~ "
"15_6-3__WELL__15-06-03_PB-706-0799.PDF";"";"52";"lOWS Enviro' No fluor- No cut 7:~7-~~,'-:·~·::·~:::: "

"File name";"Title";"Page";"Search Instance"
"15_6-5__WELL__15-06-05_PB-706-0719.PDF";"";"6";"27 m had fluorescence and cut fluorescence, while the lower 26 m had no "
"15_6-5__WELL__15-06-05_PB-706-0719.PDF";"";"6";"fluorescence and cut fluorescence, while the lower 26 m had no shows. Hotwire gas "
"15_6-5__WELL__15-06-05_PB-706-0719.PDF";"";"44";"mod brt yellow fluor ········-----------·"
"15_6-5__WELL__15-06-05_PB-706-0719.PDF";"";"50";"same as above. Fluor more apparent. 3634- 34.7 Sandstone, yellow-brn, V. Fine-Med "
"15_6-5__WELL__15-06-05_PB-706-0719.PDF";"";"50";"Type-Quality Poor Fluor cut as above + . .c +.1 p.. "

"File name";"Title";"Page";"Search Instance"
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"64";"PUMP 3,5 M3 FLUORENCENE FLUID AND DiSPLACE MAINTAIN/REP WITH SEAWATER. LAND TEST TOOL "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"64";"PUMP 1 M3 FLUORENCENE FLUID AND TEST KILL UNE TO 500 BAR FOR 5 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"105";"and Show Description Fluorescence mRKB cm Direct Cut TrMG TrMG 1 2732 3 SANDSTONE: "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"106";"and Show Description Fluorescence m KB cm Direct Cut Tr M G Tr M "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"107";"and Show Description Fluorescence m KB cm Direct Cut TrM G TrM G 43 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"108";"and Show Description Fluorescence mRKB cm Direct Cut Tr MK3 Tr M G 1 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"109";"and Show Description Fluorescence mRKB cm Direct Cut Tr M G Tr M G "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"110";"and Show Description Fluorescence mRKB cm Direct Cut Tr M G Tr M G "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"111";"and Show Description Fluorescence mRKB cm Direct Cut TrMG TrM~ 11 3450 1.0 SANDSTONE: "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"112";"and Show Description Fluorescence mRKB cm Direct Cut TrMG Tr MK3 28 3374 3.0 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"113";"and Show Description Fluorescence mRKB cm Direct Cut TrMG Tr M(3 48 3229 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"114";"and Show Description Fluorescence mRKB cm Direct Cut Tr MG Tr M ~ 1 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"115";"and Show Description Fluorescence mRKB cm Direct Cut Tr MK3 Tr M G 18 "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"122";"2'2 @ Fluorescence of Show Colour l)'pe (patchy, even etc.) Comments "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"122";"Dry U.V. fluorescence \ {\ CL\ f)\ V • Cut U. V. fluorescence "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"122";"Cut U. V. fluorescence \ V ....J I I V V\/ Crush cut "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"122";"V\/ Crush cut fluorescence ® Other parametres e.g. torque, oil in mud, gas "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"123";"+ ~ 0 Fluorescence of Show Colour 'JYpe (patchy, even etc.) Comments "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"123";"Dry U. V. fluorescence )\.( r I I """"""' I • Cut U.V. "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"123";"Cut U.V. fluorescence 1\JU ~flU\ f\j Crush cut fluorescence ® "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"123";"j Crush cut fluorescence ® Other parametres e.g. torque, oil in mud, gas "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"124";"t-.~/Pt 0 Fluorescence of Show Colour Type (patchy, even etc.) Comments Oil "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"124";"Dry U. V. fluorescence • Cut U.V. fluorescence Crush cut fluorescence ® Other "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"124";"Cut U.V. fluorescence Crush cut fluorescence ® Other parametres e.g. torque, oil "
"15_6-7__WELL__15-06-07_PB-706-0750.PDF";"";"124";"fluorescence Crush cut fluorescence ® Other parametres e.g. torque, oil in mud, gas "

"File name";"Title";"Page";"Search Instance"
"15_6-8_A__WELL__15-06-08-A_PB-706-0751.PDF";"";"103";"9 6 @) Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_A__WELL__15-06-08-A_PB-706-0751.PDF";"";"103";"Dry U.V. fluorec:ence Bright yellow Even Mineral Fluor-LST Cut U.V. "
"15_6-8_A__WELL__15-06-08-A_PB-706-0751.PDF";"";"103";"yellow Even Mineral Fluor-LST Cut U.V. fluorec:ence None Crush cut fluorecence "
"15_6-8_A__WELL__15-06-08-A_PB-706-0751.PDF";"";"103";"Cut U.V. fluorec:ence None Crush cut fluorecence None @ Other parametres e."
"15_6-8_A__WELL__15-06-08-A_PB-706-0751.PDF";"";"103";"None Crush cut fluorecence None @ Other parametres e.g. torque, oil in mud, "

"File name";"Title";"Page";"Search Instance"
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"32";"white crush cut fluorecence. Pyrite was a common accessory component. Traces of dolomite and "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"33";"in crush cut fluorescene. Page: Chapter: Version: Resp.: Date: File: 20 3 00 CJ,"
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"47";"gave no direct fluorescence. There were no porous intervals within this section, and no "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"120";"-®- Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"121";"After NIA ® Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"121";"Dry U.V. fluorecence Cut U.V. fluorecence Crush cut fluorecence ® Other parametres "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"121";"Cut U.V. fluorecence Crush cut fluorecence ® Other parametres e.g. torque, oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"121";"fluorecence Crush cut fluorecence ® Other parametres e.g. torque, oil in mud, gas "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"122";"During After @ Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"122";"Dry U.V. fluorecence No Shows Cut U.V. fluorecence No Shows Crush cut "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"122";"Cut U.V. fluorecence No Shows Crush cut fluorecence No Shows @ Other parametres "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"122";"Shows Crush cut fluorecence No Shows @ Other parametres e.g. torque, oil in "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"123";"3 After @ Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"123";"Dry U.V. fluorecence None Cut U.V. fluorecence None Crush cut fluorecence None "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"123";"Cut U.V. fluorecence None Crush cut fluorecence None <ID Other parametres e."
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"123";"None Crush cut fluorecence None <ID Other parametres e.g. torque, oil in "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"123";"in mud, no fluorescence in mud. -Mineral fluorescence (dull gold) from dolomitic "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"123";"mud. -Mineral fluorescence (dull gold) from dolomitic Limestone, it does .n."
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"124";"187 After ® Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"124";"Dry U.V. fluorecence None Cut U.V. fluorecence Milky white Slow diffusing Crush "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"124";"Cut U.V. fluorecence Milky white Slow diffusing Crush cut fluorecence Milky white @ "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"124";"diffusing Crush cut fluorecence Milky white @ Other parametres e.g. torque, oil in "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"125";"30 After @ Fluorescence of Show Colour Type (patchy, even, etc) Comments Oil "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"125";"Dry U.V. fluorecence None None Cut U.V. fluorecence Milky white Diffuse, slow "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"125";"Cut U.V. fluorecence Milky white Diffuse, slow From Claystone Crush cut fluorecence @ "
"15_6-8_S__WELL__15-06-08-S_PB-706-0752.PDF";"";"125";"Claystone Crush cut fluorecence @ Other parametres e.g. torque, oil in mud, gas "

"File name";"Title";"Page";"Search Instance"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"48";"S I D. fluor ··········"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"56";"weak dull yell fluor (mineral) .... 2.:?.9.5. ....................... ~a. ....... l."
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"56";"yel-wh, micritic Fluor ....................... .zs.w .................. sa............... . ···"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"64";"miner.al ... fluor ..................................................................................................................... .. 2695 ................ ~:tl:t:lci .. S.(;"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"74";"REMARKS bright yellow fluor ............................... ~:r9: ~ ... :r?:C> . :"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"92";"- mlg Weak fluor calc cmt, subrnd, friable 35 Sh A/An nin calc "
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"98";"calc cmt, weak fluor, fast sd fall apart into single gr in 6% hcl, "
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"99";"ang, weak wht fluor fast calc cmt str milky w cut -~~~.a..~-~-................... s.~ "
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"100";"· ..................................................................................................................................................................................................... fluor, fast str intense wht cut ~.?.~.?..~.~.?. ................ ~.'!-.• .... ~~?. "
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"100";"A/A Yll fluor brill. ·········"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"101";"poor dull yll fluor, br ........................... ········"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"144";"d~ll yel fluor_, no cut. SS: lt gy - m brn frm. vvf-"
"15_8-1__WELL__15-08-01_PB-706-0224.PDF";"";"144";"·v. dul yeffluor ········· ·"
